text,label,clean_text
I love when the pussy smacking an it sound like u mixing spaghetti&#128541;,1,I love when the pussy smacking an it sound like u mixing spaghetti
Shoot you and your shorty bitch,1,Shoot you and your shorty bitch
"Run that nigga, you don't want that nigga, but I need a bad bitch that's hotter than me",1,"Run that nigga, you don't want that nigga, but I need a bad bitch that's hotter than me"
The bitch got some nerve,1,The bitch got some nerve
&#128514;&#128514;&#128514;RT @kwagiheath: Them 1st 48 Charlotte goon niccas gon Fkkk around and burn Bank Of America stadium down&#128293;,0,RT @user Them 1st 48 Charlotte goon niccas gon Fkkk around and burn Bank Of America stadium down
"RT @crystalcheyenne: @WhiteboiColeman thought you were sleeping, bitch &#191;",1,"RT @user @user thought you were sleeping, bitch"
RT @DFkinLopes: Lying ass bitch http://t.co/vGUClaeNnt,1,RT @user Lying ass bitch [URL]
having one of those days where a pimp wants to unfollow every bitch in a 30 mile radius on IG that won't let me beat,1,having one of those days where a pimp wants to unfollow every bitch in a 30 mile radius on IG that won't let me beat
"RT @JoeBudden: Cuz soon as u start doing the wack/cute shit w a hoe, she&#8217;s your girl&#8230; Really.",1,"RT @user Cuz soon as u start doing the wack/cute shit w a hoe, shes your girl Really."
"RT @Coolie_GBE300: It's 2014 &amp; you niggas still runnin round sayin ""Yall don't eat pussy"". Y'all must be suckin dick.",0,"RT @user It's 2014 you niggas still runnin round sayin ""Yall don't eat pussy"". Y'all must be suckin dick."
@bocgeogaddi @anepicname lmaooooo epic bird wins.,2,@user @user lmaooooo epic bird wins.
"""No boats and hoes please thanks"" - Mom",1,"""No boats and hoes please thanks"" - Mom"
"Only fags say ""swag"" shits mad retarded.",0,"Only fags say ""swag"" shits mad retarded."
"RT @JohnnieGoings: Money, clothes, hoes, and cars. #Merica",1,"RT @user Money, clothes, hoes, and cars. #Merica"
@stevemaxboxing that's what the little egotistical bitch deserves his head is huge for someone who gets KO'd when the wind blows,1,@user that's what the little egotistical bitch deserves his head is huge for someone who gets KO'd when the wind blows
@pot_headed yeah I tend you grab ass &#128075;and smack bitches in the morning . I don't think you can hang lol&#128514;&#128076;,1,@user yeah I tend you grab ass and smack bitches in the morning . I don't think you can hang lol
Beans that were yellow before Friday night are brown now-a few green leaves curled-frost but not freeze-bean size reduced - top end shrinks,2,Beans that were yellow before Friday night are brown now-a few green leaves curled-frost but not freeze-bean size reduced - top end shrinks
"RT @ItsJustJill: Obama Says He&#8217;s &#8220;Irritated&#8221; But &#8220;Does Not Feel Repudiated&#8221; After Losing Senate (Video) http://t.co/2U10aolKXG 
Awwwww...ho&#8230;",2,RT @user Obama Says Hes Irritated But Does Not Feel Repudiated After Losing Senate (Video) [URL] Aww[URL]
RT @_twelvestarr: Niggas be catching attitudes and expect a bitch to beg plenty of sorry's to figure out what's his problem. NO,1,RT @user Niggas be catching attitudes and expect a bitch to beg plenty of sorry's to figure out what's his problem. NO
RT @Pimp_TigerWoods: Rickie Shitstache &amp; the rest of these pussies better enjoy this back injury. 2015 will be nothing but birdie putts and&#8230;,1,RT @user Rickie Shitstache the rest of these pussies better enjoy this back injury. 2015 will be nothing but birdie putts and
"RT @jessietorr: yeah ""basic bitches"" are a thing but how many straight white men do you know who are all the same and SO boring??",1,"RT @user yeah ""basic bitches"" are a thing but how many straight white men do you know who are all the same and SO boring??"
These UT hoes be goin !!!!!!,1,These UT hoes be goin !!!!!!
&#128064; RT @Mr_QuenchYaGirl: A lotta fck niggas on this here Twitter. Really be talking like bitches.,1,RT @user A lotta fck niggas on this here Twitter. Really be talking like bitches.
Lmfao niggas was going ham on the trash can in class.,1,Lmfao niggas was going ham on the trash can in class.
RT @AsiaCakesss: Y'all be makin your nigga microwaveable dinner. Meanwhile he out there eatin another bitch homemade dinner,1,RT @user Y'all be makin your nigga microwaveable dinner. Meanwhile he out there eatin another bitch homemade dinner
@Titan4Ever2488 how do Yankees fans look back on Gary Sheffield's time with the team?,2,@user how do Yankees fans look back on Gary Sheffield's time with the team?
RT @SooMonique: And she gave this nigga head while I was laying next to her while she had a bf &#128514;&#128514;&#128514;&#128514; she's a hoe on the low,1,RT @user And she gave this nigga head while I was laying next to her while she had a bf she's a hoe on the low
LMFAOO somebody commented on my book saying I need Medical Attention bitch you the one reading it &#128514;,1,LMFAOO somebody commented on my book saying I need Medical Attention bitch you the one reading it
N dat bitch sound like a man if dats ya grandma fucc yu too,1,N dat bitch sound like a man if dats ya grandma fucc yu too
"RT @NoHoesNextDoor: ""Tyrone I didn't mean to throw your mixtape in the trash c'mon fam"" http://t.co/RWWVzJuUZK",2,"RT @user ""Tyrone I didn't mean to throw your mixtape in the trash c'mon fam"" [URL]"
http://t.co/bPU86qzYFt Cassie Laine &#8211; Brunette slips off her lingerie and massages her wet pussy with&#160;oil http://t.co/rMqKLh1AeZ,1,[URL] Cassie Laine Brunette slips off her lingerie and massages her wet pussy withoil [URL]
"RT @KayciMalynn: @__0utcast___ hey cunt, I miss you too &#128532;",1,"RT @user @user hey cunt, I miss you too"
"RT @RonONealDC: Lmaooooooo RT @basedamERICan: ""Ayo take this pic for me fam""

""You think the bitches gon fuck with this pic?"" http://t.co/k&#8230;",1,"RT @user Lmaooooooo RT @user ""Ayo take this pic for me fam"" ""You think the bitches gon fuck with this pic?"" [URL]#8230;"
RT @HornyFacts: Your opinion is irrelevant because you are a cunt.,1,RT @user Your opinion is irrelevant because you are a cunt.
"RT @OpWarriorTeam: Hi ho, hi ho, it's off to work we go! It's #MilitaryMonday...support a military organization today. http://t.co/9DV04wk&#8230;",2,"RT @user Hi ho, hi ho, it's off to work we go! It's #MilitaryMonday...support a military organization today. [URL]#8230;"
Saw three GROWN men on a motorcycle &amp; that bitch was barely moving lmao what the hell,1,Saw three GROWN men on a motorcycle that bitch was barely moving lmao what the hell
@nickboydos bunch of pussies.,1,@user bunch of pussies.
Life is a bitch but every dog has its day,1,Life is a bitch but every dog has its day
RT @cockyblackguy: When a hoe get outta line featuring @SsippiHippie cat http://t.co/vHGexgIPAs,1,RT @user When a hoe get outta line featuring @user cat [URL]
And them niggas pussies...cameltoes &#128514;,1,And them niggas pussies...cameltoes
I just wanna get lifted &amp; fuck exotic bitches!,1,I just wanna get lifted fuck exotic bitches!
@_Saltlife13 Long story lol but I've missed you faggot,1,@user Long story lol but I've missed you faggot
&#8220;@AustinMahone: just got a new fish it's albino and I named him shaquita #yee&#8221; bahaha,2,@user just got a new fish it's albino and I named him shaquita #yee bahaha
"RT @dxpperjay: You assholes know that referring to a girl as ""bitch"" doesn't make your dick any bigger, right?",0,"RT @user You assholes know that referring to a girl as ""bitch"" doesn't make your dick any bigger, right?"
You're such a pussy &#128514;&#128514;,1,You're such a pussy
RT @LariDodi: Ur a lil bitch if you don't have your read receipt on&#128064; #Shady&#128511;,1,RT @user Ur a lil bitch if you don't have your read receipt on #Shady
@UnicornCowboy @Lvl_7_Eevee don't ignore me faggots! ;c,1,@user @user don't ignore me faggots! ;c
@NOT_UR_BRO @niccol3_xo lmao nigga shoulda said I would be balless bc dat cold bitch wont stop blowin me#swaagg,0,@user @user lmao nigga shoulda said I would be balless bc dat cold bitch wont stop blowin me#swaagg
"RT @_iGotHer: ""Her pussy fatter than ya dick"" lmao",1,"RT @user ""Her pussy fatter than ya dick"" lmao"
"""Dumb bitches do dumb things""",1,"""Dumb bitches do dumb things"""
"Two hoes? RT ""@xoxo_imaunicorn: y'all know what we are?! &#128514;&#128514;"" http://t.co/0xljzWBtkr",1,"Two hoes? RT ""@user y'all know what we are?! "" [URL]"
Lmaoo RT @De_La_David: @JaeTips bruh make a song called uber and the hook can be that uber make that pussy wet,1,Lmaoo RT @user @user bruh make a song called uber and the hook can be that uber make that pussy wet
"I got so many horses , all the hoes say that its gorgeous ... 

In tha air dats where my doors issssss",1,"I got so many horses , all the hoes say that its gorgeous ... In tha air dats where my doors issssss"
@BrendanSchaub @TimTebow ugh your with Tebow? You're officially a fag now and in followed.,1,@user @user ugh your with Tebow? You're officially a fag now and in followed.
RT @FleeBiscuit: Girls with anchor tats are hoes,1,RT @user Girls with anchor tats are hoes
@iLLmak3Ufamous oh bitch! ... I just saw your instagram post and I SCREAMED,1,@user oh bitch! ... I just saw your instagram post and I SCREAMED
This bitch is stupid. -.-; Anti Feminist: http://t.co/vsgCwtn4j6 via @youtube #dumbass #blndsundoll4mj,1,This bitch is stupid. -.-; Anti Feminist: [URL] via @user #dumbass #blndsundoll4mj
RT @KINGTUNCHI_: You bitches ain't a #100,1,RT @user You bitches ain't a #100
I rather watch the oak cliff redskins and oak cliff comets play hell,2,I rather watch the oak cliff redskins and oak cliff comets play hell
@Nautiwashere these bitches drippin sauce,1,@user these bitches drippin sauce
"Some of yall just ""popular"" cuz of yall name . These bitches be ugly",1,"Some of yall just ""popular"" cuz of yall name . These bitches be ugly"
smh RT @_sirhampton_: That shit trash rap RT @WaymoTheGod: legend. he gonna replace cudi with joints like this http://t.co/FgAQF7Qlw3,1,smh RT @user That shit trash rap RT @user legend. he gonna replace cudi with joints like this [URL]
Some of these niqqa a straight pussy whipped &#128165;,1,Some of these niqqa a straight pussy whipped
Man I'm tryna give Chief Keef's mixtape a chance but this shit trash,1,Man I'm tryna give Chief Keef's mixtape a chance but this shit trash
This niggga said I be branding bitches &#128569;&#128514;&#128514;&#128514;&#128514;&#128527;,1,This niggga said I be branding bitches
Made it to the World Series. Ned Yost out here fucking everybody bitch on the low.,1,Made it to the World Series. Ned Yost out here fucking everybody bitch on the low.
"RT @yungtfti: If a bitch says ""eeeeeee"" she a hoe",1,"RT @user If a bitch says ""eeeeeee"" she a hoe"
""" bitch plz whatever """,1,""" bitch plz whatever """
You mean these hoes RT @KingHorseDick: Russ never gonna be happy bruh,1,You mean these hoes RT @user Russ never gonna be happy bruh
RT @lyciaaa_: I have zero hoes &#128533;,1,RT @user I have zero hoes
wouldn't be such a bitch if people didn't piss me off 24/7,1,wouldn't be such a bitch if people didn't piss me off 24/7
RT @Tweets2Sweet Niggas REALLY ARE the new bitter bitches,1,RT @user Niggas REALLY ARE the new bitter bitches
@LobstrThinkTank but bitch nobody was wanting your ass. U assumed that cuz u let dogs run up in yo filth &amp; u think i want some of it...NOT!,1,@user but bitch nobody was wanting your ass. U assumed that cuz u let dogs run up in yo filth u think i want some of it...NOT!
RT @UNApologetic4: &#128514;RT @Poochda63: X___X RT @COCAINEMOUTH: Only Twitter niggas care bout hairy pussy. Them 5 niggas I fucked today ain't gi&#8230;,1,RT @user RT @user X___X RT @user Only Twitter niggas care bout hairy pussy. Them 5 niggas I fucked today ain't gi
RT @TylerZirhut: @BINDLE13 @gingerash2013 hahaha ok you got a point there there would be hella bitches screamin and cryin ova that nigga th&#8230;,1,RT @user @user @user hahaha ok you got a point there there would be hella bitches screamin and cryin ova that nigga th
You're a stupid fucking bitch,1,You're a stupid fucking bitch
&#8220;@Tyga: That ain't my hoe.&#8221;,1,@user That ain't my hoe.
@ResiDinero bitch crib while she cooks me cheesed eggs,1,@user bitch crib while she cooks me cheesed eggs
RT @O3_Millz: &#8220;@1BookieG: @O3_Millz the last bitch I fucked was a mixed breed&#8221; &#128175;&#128175;&#128175;&#128514;&#128514;&#128514;,1,RT @user @user @user the last bitch I fucked was a mixed breed
Hoes and dey hoe poses,1,Hoes and dey hoe poses
Fuck what a bitch saying the hood love me,1,Fuck what a bitch saying the hood love me
RT @Basedomg: im fukin yo bitch u mad as shit,1,RT @user im fukin yo bitch u mad as shit
@rubberchloe okay love you bitch,1,@user okay love you bitch
"RT @itscoleharmon_: Top 3 Lies girls tell on twitter
1. My DMs don't work
2. Why is my twitter unfollowing people
3. I'm not a hoe",1,RT @user Top 3 Lies girls tell on twitter 1. My DMs don't work 2. Why is my twitter unfollowing people 3. I'm not a hoe
"""@BabyAnimalPics: baby monkey bathtime http://t.co/7KPWAdLF0R""
Awwwwe! This is soooo ADORABLE!",2,"""@user baby monkey bathtime [URL]"" Awwwwe! This is soooo ADORABLE!"
Lil bitch,1,Lil bitch
RT @AdolfNiggler: when an ugly bitch tells me to text her http://t.co/060glx19oR,1,RT @user when an ugly bitch tells me to text her [URL]
"Note: Khorasan is the old Arabic name for parts of Iran, Afghanistan. Not an invention of modern Jihadis. #justsayin",2,"Note: Khorasan is the old Arabic name for parts of Iran, Afghanistan. Not an invention of modern Jihadis. #justsayin"
Yo bitch gaggin she jet laggin,1,Yo bitch gaggin she jet laggin
Ayo!! @theofficialeg10 unblock me so i ca tell you how garbage yo bitch ass playing....,1,Ayo!! @user unblock me so i ca tell you how garbage yo bitch ass playing....
Smoke wit a bitch in nap and let her play music I bet 100 she turn on boosie or some slow shit &#128530;,1,Smoke wit a bitch in nap and let her play music I bet 100 she turn on boosie or some slow shit
@SamTrap84 in this world we don't spank the monkey the monkey spanks us.,2,@user in this world we don't spank the monkey the monkey spanks us.
That Larry the cucumber tweet is funny af.. But it's a bit much to RT you young bitches might cry&#128514;&#128514;&#128514;,1,That Larry the cucumber tweet is funny af.. But it's a bit much to RT you young bitches might cry
RT @DBN_kev: Cry some more RT @PacDaGoat: That's a legal tackle faggot RT @PP_Rich_Hill: Seriously? http://t.co/7s0v4pm7IB,1,RT @user Cry some more RT @user That's a legal tackle faggot RT @user Seriously? [URL]
"Oops, I just had a Freudian slit.",2,"Oops, I just had a Freudian slit."
Sebastian is high on cat nip rn,2,Sebastian is high on cat nip rn
&#8220;@sarahecarroll: 100% of the female population needs to stop being such a bitch&#8221;,1,@user 100% of the female population needs to stop being such a bitch
@sleepe21 these hoes gay thats why,1,@user these hoes gay thats why
Karma is a bitch? Well just make sure that bitch is beautiful..,1,Karma is a bitch? Well just make sure that bitch is beautiful..
@Poffalicious hell no man I'm retarded good at situps.. that run was weak tho,1,@user hell no man I'm retarded good at situps.. that run was weak tho
@zzzentropy @guynamedjordan bitch boys,1,@user @user bitch boys
If your twitter is private but your Instagram is public u r probs a trash talking thot,1,If your twitter is private but your Instagram is public u r probs a trash talking thot
RT @DannyDeVito: Wisconsin IASIP nice work bitches!,1,RT @user Wisconsin IASIP nice work bitches!
"RT @cyb3rvibes: &#8220;@SejlaSmajlovic: Funniest one lmfaoooo https://t.co/1WT6BBlIdp&#8221; ""swag bitch""",1,"RT @user @user Funniest one lmfaoooo [URL]#8221; ""swag bitch"""
@SteveStockmanTX hes just a friggin idiot that can say anything and his redneck teabagger constituants buy it. They love stupid people,0,@user hes just a friggin idiot that can say anything and his redneck teabagger constituants buy it. They love stupid people
Yo hoe is like a tick so she hunting for a blood,1,Yo hoe is like a tick so she hunting for a blood
RT @PoliticalLaughs: Liberal Head Explosion: WW2 Navajo Code Talkers Appear in Redskins Jackets. #redskins http://t.co/ouxoQDHmID,2,RT @user Liberal Head Explosion: WW2 Navajo Code Talkers Appear in Redskins Jackets. #redskins [URL]
Only basic bitches workout at planet fitness,1,Only basic bitches workout at planet fitness
"RT @OxDictionary: I got bitches""

Definition: I'm with some female friends who don't know that I'm referring to them as bitches.",1,"RT @user I got bitches"" Definition: I'm with some female friends who don't know that I'm referring to them as bitches."
RT @_FckYoLifeStyle: We slap bitches! &#128514;&#128514;&#128514;,1,RT @user We slap bitches!
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Fisting | Dude fists his wife&#8217;s big pussy http://t.co/snFAf5Uxxb",1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Fisting | Dude fists his wifes big pussy [URL]"
@Herman_NYRBlog he's am has no clue #heeb,1,@user he's am has no clue #heeb
#ExplainAnAnimePlotBadly Boy with a monkey tail grows up to the the savior of a futuristic yet old earth,2,#ExplainAnAnimePlotBadly Boy with a monkey tail grows up to the the savior of a futuristic yet old earth
"All I ask for is love n loyalty. . nothing else. No arguing over other bitches/niggas , no he say she say , no social media bs... Just love",1,"All I ask for is love n loyalty. . nothing else. No arguing over other bitches/niggas , no he say she say , no social media bs... Just love"
&#8220;@MajorSlander One last shot at this love shit then I'm dogging you hoes&#8221; #Drakelistener,1,@user One last shot at this love shit then I'm dogging you hoes #Drakelistener
@BAMitsjustMARY no I bitch and moan not tears!!!,1,@user no I bitch and moan not tears!!!
This bitch at the gas station offered me head for $20 &#128514;&#128557;&#128128;,1,This bitch at the gas station offered me head for $20
"I'm tryna face fuck kesha, you bitches bringin beef I'll get the lettuce n ketchup",1,"I'm tryna face fuck kesha, you bitches bringin beef I'll get the lettuce n ketchup"
@Mr_Ritchie_J 5 of us decided to drink Everclear and go to a Yankees game.. Only two made it to their seat,2,@user 5 of us decided to drink Everclear and go to a Yankees game.. Only two made it to their seat
"@Mua87Becca yeah, what a bitch, eh? life sucks. everyone should have the equal opportunity to lose their shirt in divorce court.",1,"@user yeah, what a bitch, eh? life sucks. everyone should have the equal opportunity to lose their shirt in divorce court."
Dnt play with yo girl heart thats why her pussy there for .,1,Dnt play with yo girl heart thats why her pussy there for .
Middle Eastern and Indonesian women are beautiful. Never seen a ugly bitch in a Bollywood film ever,1,Middle Eastern and Indonesian women are beautiful. Never seen a ugly bitch in a Bollywood film ever
RT @odotkay: Mother's Day is n 16 mins. Y'all bitches picked y'all kids up from yo mama house so u can have 24hrs of custody n Instagram p&#8230;,1,RT @user Mother's Day is n 16 mins. Y'all bitches picked y'all kids up from yo mama house so u can have 24hrs of custody n Instagram p
I had a date wit Irene nd that bitch stood me up matter of fact she stood da whole city up thanx you fucking Cunt Irene up ur ass no grease,1,I had a date wit Irene nd that bitch stood me up matter of fact she stood da whole city up thanx you fucking Cunt Irene up ur ass no grease
@lifeof_brandon bitch you need to bring your ass to fucking practice.,1,@user bitch you need to bring your ass to fucking practice.
RT @shanequabullock: Meet me and my bitches @ #MansionElan,1,RT @user Meet me and my bitches @ #MansionElan
"RT @Bidenshairplugs: Number of women denied birth control by Hobby Lobby: 0

Number of Democrat retards butthurt by the verdict: 30,000,000&#8230;",1,"RT @user Number of women denied birth control by Hobby Lobby: 0 Number of Democrat retards butthurt by the verdict: 30,000,000"
When hoes think I got sucker nigga written across my forehead...,1,When hoes think I got sucker nigga written across my forehead...
"Lmfao but "" we don't talk "" gtfoh &#128514;&#128514; bitch I guessed it! &amp; I was right &#128514;&#128527;",1,"Lmfao but "" we don't talk "" gtfoh bitch I guessed it! I was right"
"RT @KingHorseDick: If I eat the pussy and it taste like mold, I stop. So u cant tell ppl I ate u if I aint finish.",1,"RT @user If I eat the pussy and it taste like mold, I stop. So u cant tell ppl I ate u if I aint finish."
"RT @RealSkipBayless: In their primes, MJ would have dominated LBJ in 1 on 1. Just so much mentally tougher. MJ's trash talk alone would unn&#8230;",2,"RT @user In their primes, MJ would have dominated LBJ in 1 on 1. Just so much mentally tougher. MJ's trash talk alone would unn"
@MistressOfSham that area is a bitch regardless so I can imagine,1,@user that area is a bitch regardless so I can imagine
"Also, anyone who wants to bitch about the prices at Disney needs to check this out next time. #dollywood http://t.co/jlLkzbHYOy",1,"Also, anyone who wants to bitch about the prices at Disney needs to check this out next time. #dollywood [URL]"
&#8220;@nerfgunirwin: &#8220;@1DAlerts: Just saw Ashton. Hardly anyone cared. Waiting for Harry &#128540;&#8221; wtf&#8221; bitch I'd be all up in Ashton's grill you feel?,1,@user @user Just saw Ashton. Hardly anyone cared. Waiting for Harry wtf bitch I'd be all up in Ashton's grill you feel?
"@xcorey21 is that I'm ""a twat"" or ""I'm Twat"", like formally?",1,"@user is that I'm ""a twat"" or ""I'm Twat"", like formally?"
Next time u gone call a darky a nicca..call dat coon a jungle bunny#Boondocks P.S. I... http://t.co/ug647wUIE4,0,Next time u gone call a darky a nicca..call dat coon a jungle bunny#Boondocks P.S. I... [URL]
"If I had hair, I would seriously go for a perm now. Genetics is a stone cold bitch.",1,"If I had hair, I would seriously go for a perm now. Genetics is a stone cold bitch."
RT @Rock76_: just show im not playing in this bitch one false move ima spraying in this bitch @1waynostra,1,RT @user just show im not playing in this bitch one false move ima spraying in this bitch @user
Females use breast cancer awareness month as an excuse to be a hoe on social sites smh knowing damn well they know nothing about that shit.,1,Females use breast cancer awareness month as an excuse to be a hoe on social sites smh knowing damn well they know nothing about that shit.
@mallenokc @royceyoung extra yellow.,2,@user @user extra yellow.
@fairflattaxnow @Morning_Joe @JoeNBC hey #teabagger the law made it a FELONY to keep and collect the records. Get your facts straight,2,@user @user @user hey #teabagger the law made it a FELONY to keep and collect the records. Get your facts straight
"You know what, all you are doing is being a burden to me. A fuckin annoyance and I hate bitches like you",1,"You know what, all you are doing is being a burden to me. A fuckin annoyance and I hate bitches like you"
She fuck with me cause I ain't no bitch .,1,She fuck with me cause I ain't no bitch .
RT @ShmurdaGang: Free wop,2,RT @user Free wop
"&#8220;@EBR_Chiefington: Dej loaf ever bitch wc today, all it takes is a lil juice and these bitches want you&#8221;",1,"@user Dej loaf ever bitch wc today, all it takes is a lil juice and these bitches want you"
&#8220;@nicekicks_nico: I see so many mad hoes on the tl. Tht shit should be illegal.&#8221;tbh,1,@user I see so many mad hoes on the tl. Tht shit should be illegal.tbh
"RT @suckdisdpiece69: I'm gonna rock out with my cock out, and you're gonna jam out with your clam out",1,"RT @user I'm gonna rock out with my cock out, and you're gonna jam out with your clam out"
&#8220;@lifeof_brandon: &#8220;@100046729: @lifeof_brandon bitch I called yu back&#8221; the lies&#128564;&#8221;&#127797;,1,@user @user @user bitch I called yu back the lies
RT @elchavaloko: Wouldn't mind driving up to ghetto ass chula vista just to slap the shit out of gyro and watch him stand there and just ta&#8230;,1,RT @user Wouldn't mind driving up to ghetto ass chula vista just to slap the shit out of gyro and watch him stand there and just ta
@McLaffyTaffy Reason #2 I didn't order a shirt: Taffy will know where I live and he would probably find me and stab me.,2,@user Reason #2 I didn't order a shirt: Taffy will know where I live and he would probably find me and stab me.
if i were to die and be resurrected as an animal id be a howler monkey,2,if i were to die and be resurrected as an animal id be a howler monkey
"talk of the morning is hoes and rappers , damn yall talk about the same shit everyday",1,"talk of the morning is hoes and rappers , damn yall talk about the same shit everyday"
RT @ImNotTwitFamous: Bob Marley wrote about peace but all you hoes remember him for is smoking a blunt,1,RT @user Bob Marley wrote about peace but all you hoes remember him for is smoking a blunt
@LupeFiasco uh oh its 9/11 what you gonna preach and cry about today faggot.,1,@user uh oh its 9/11 what you gonna preach and cry about today faggot.
These women ain't shit but hoes w/ tricks ; babygirl you different &#10084;&#65039;,1,These women ain't shit but hoes w/ tricks ; babygirl you different
We need to start having a fantasy team of UT hoes lol,1,We need to start having a fantasy team of UT hoes lol
@1Corinthians126 #Jesus Genesis 2:19 Out of the ground the LORD God formed every beast of the field and every #bird of the sky #Initiating,2,@user #Jesus Genesis 2:19 Out of the ground the LORD God formed every beast of the field and every #bird of the sky #Initiating
I wish a bitch COULD,1,I wish a bitch COULD
RT @lilmenifee__: no hoes no baes no dips/sidelines no NOTHING &#128530;&#128563;&#128080;,1,RT @user no hoes no baes no dips/sidelines no NOTHING
"I got a Lambo, 2 doors. 2 seater, 2 hoes.. Yokohamas, no vogues. Man that bitch beautiful. - @jesus",1,"I got a Lambo, 2 doors. 2 seater, 2 hoes.. Yokohamas, no vogues. Man that bitch beautiful. - @user"
Another woman ain't gon keep me coming. Girl these hoes ain't got nothing on ya,1,Another woman ain't gon keep me coming. Girl these hoes ain't got nothing on ya
Drita is that nicca! Lmao,2,Drita is that nicca! Lmao
Even they know you my bitch,1,Even they know you my bitch
@Righteouz_ @growejr I could have that chick there boobs in my face and score the fight better than the bitch that made it 114-114,1,@user @user I could have that chick there boobs in my face and score the fight better than the bitch that made it 114-114
"Good weed, bad bitch. Got these hoes on my dick like Brad Pitt.",1,"Good weed, bad bitch. Got these hoes on my dick like Brad Pitt."
"RT @WorkaholicBlake: *How girls become friends* Omg, I love your shoes *How guys become friends* Excuse me sir,I see u fuck bitches. I, ...",1,"RT @user *How girls become friends* Omg, I love your shoes *How guys become friends* Excuse me sir,I see u fuck bitches. I, ..."
@CapoDaAssHole @Alejandro_Bihhh all hoes singing it too,1,@user @user all hoes singing it too
@MichaelSafady only if you're a twat as well. Be not a twat my son.,1,@user only if you're a twat as well. Be not a twat my son.
@1usagrunt. I wonder what Charlie Brown would have to say about these days.,2,@user I wonder what Charlie Brown would have to say about these days.
"If you think that the term #redskins being offensive is a political issue, you are ignorant.",2,"If you think that the term #redskins being offensive is a political issue, you are ignorant."
@Ray_dec15 haha yeah they do say im a little bitch,1,@user haha yeah they do say im a little bitch
RT @trillmnded: bitches will fuck a nigga with money knowing he ain't buying her shit. but won't fuck a broke nigga that would give her his&#8230;,1,RT @user bitches will fuck a nigga with money knowing he ain't buying her shit. but won't fuck a broke nigga that would give her his
RT @YungFree504: Mannn let bosh hoe ass hit that 3,1,RT @user Mannn let bosh hoe ass hit that 3
&#9733; BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA &#9733;718-622-0221 - 24 http://t.co/yRfdaIooYZ,2,BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA 718-622-0221 - 24 [URL]
"I would like to test and see how long your tongue really is, my lady. [eggplant emoji] @Tinashe",2,"I would like to test and see how long your tongue really is, my lady. [eggplant emoji] @user"
&#128553;&#128557; RT @Freegeezy17: My Co worker talking about what's my twitter name Oh no hoe you could never screen shot me to the boss,1,RT @user My Co worker talking about what's my twitter name Oh no hoe you could never screen shot me to the boss
"RT @CauseWereGuys: Freeze bitch, I'm gonna steal your heart http://t.co/zKSYUwV8QV",1,"RT @user Freeze bitch, I'm gonna steal your heart [URL]"
"RT @_sheswatsPOPPIN: js met a lil bitch wit a long name mufucka had more letters den Tennessee, I go gorilla ina pussy, RIP&#128527;",1,"RT @user js met a lil bitch wit a long name mufucka had more letters den Tennessee, I go gorilla ina pussy, RIP"
RT @starzz2929: I wanna be the reason u look down at your phone &amp; smile then a car run yo ass over hoe!,1,RT @user I wanna be the reason u look down at your phone smile then a car run yo ass over hoe!
Truth is @MaxOn_MaxOff5 ate yellow snow as a child..,1,Truth is @user ate yellow snow as a child..
"RT @iluvdrugz: if a bitch dont act crazy over you , she dont really want you. &#128080;",1,"RT @user if a bitch dont act crazy over you , she dont really want you."
&#8220;@CMRE24 &#8220;Sum wrong with the pussy&#8221;- Sweets&#8221;smh,1,@user Sum wrong with the pussy- Sweetssmh
"Destiny's Child song ""Say My Name"" is the insecure bitches anthem.",1,"Destiny's Child song ""Say My Name"" is the insecure bitches anthem."
RT @KINGof334MOBB: Skinny girls pussy be good den a mf u don't feel nothing but pussy. + 100 points on the board for skinny girls.,1,RT @user Skinny girls pussy be good den a mf u don't feel nothing but pussy. + 100 points on the board for skinny girls.
@tGR0Z you's a nasty lil bitch,1,@user you's a nasty lil bitch
@Get__Em__Craig you owe two hoe I don't wanna hear shit when I hyu,1,@user you owe two hoe I don't wanna hear shit when I hyu
GUYSSSSS YOU KNOW WHAT THAT MEANS &#128515;&#128515;&#128515;&#8220;@itslizkhalifa: @07Cannon maaan :( most of my friends are hoes this can't be true &#128554;&#8221;,1,GUYSSSSS YOU KNOW WHAT THAT MEANS @user @user maaan :( most of my friends are hoes this can't be true
Just like a bitch. Typical shit. Stepping in place. Elliptical shit. Wizard of hearts. Mythical shit. Watch yourself. Mystical shit.,1,Just like a bitch. Typical shit. Stepping in place. Elliptical shit. Wizard of hearts. Mythical shit. Watch yourself. Mystical shit.
"Stop Smokin' Bathsalt, Charlie Brown! #rejectedpeanutsspecials",2,"Stop Smokin' Bathsalt, Charlie Brown! #rejectedpeanutsspecials"
People get more and more retarded everyday,0,People get more and more retarded everyday
"I will literally never get home, this shit is retarded",1,"I will literally never get home, this shit is retarded"
2 beer queer,0,2 beer queer
I'm never gonna be ok with my nigga around alot of bitches while with his boys. Cause I was once that female your boys put you on !!,1,I'm never gonna be ok with my nigga around alot of bitches while with his boys. Cause I was once that female your boys put you on !!
