text,label,clean_text
RT @GottaLuvLexci_: You know these hoes wishy washy,1,rt @user you know these hoes wishy washy
"""Chinese Maverick: We were communicating Comrade , u know giving the imperialist Yanks the Birdie"" https://t.co/38GZ1jerPS",2,"""chinese maverick: we were communicating comrade , u know giving the imperialist yanks the birdie"" [url]"
"Oh no. &#8220;@ThaChicagoBull: It's Friday night, the night all the bitches cheat.&#8221;",1,"oh no. @user it's friday night, the night all the bitches cheat."
Skylar needs to go back to Clarenceville. He taking all the hoes.,1,skylar needs to go back to clarenceville. he taking all the hoes.
@goodgraces_ k bitch http://t.co/itUAHyHc0R,1,@user k bitch [url]
RT @jillxoxo12: anxiety is such a cunt,1,rt @user anxiety is such a cunt
You ain't trynna fuc ? Get ya shoes hoe,1,you ain't trynna fuc ? get ya shoes hoe
Goodbye x Young Dolph featuring Trinidad James &amp; Shy Glizzy,2,goodbye x young dolph featuring trinidad james shy glizzy
RT @chvrchs: my rapper name would be nigger,1,rt @user my rapper name would be nigger
@AudelDavid_24 RT @ElleSzczepanski: These hoes ain't loyal @Bjames055,1,@user rt @user these hoes ain't loyal @user
Why you stressin bout a bitch .,1,why you stressin bout a bitch .
@VinniePolitan kill the coons!!!!!!,0,@user kill the coons!!!!!!
My dawg @ceomiamimike told me it's a must I be @901k2lounge this Saturday ROCKIN that bitch wit Tha&#8230; http://t.co/0NV9cHtwOs,1,my dawg @user told me it's a must i be @user this saturday rockin that bitch wit tha [url]
"RT @lildickytweets: Eugene, come watch me run circles round the rap game like my name was chip kelly in this bitch http://t.co/kJzH0U4uSz h&#8230;",1,"rt @user eugene, come watch me run circles round the rap game like my name was chip kelly in this bitch [url] h"
RT @black_taco_: Wtf is boy pussy ? Lmao you atl nigga sick,1,rt @user wtf is boy pussy ? lmao you atl nigga sick
RT @RAAnonsense: I&#8217;m to the point where I&#8217;ll take a manual RT and not bitch about it.,1,rt @user im to the point where ill take a manual rt and not bitch about it.
@TomcatStraight Come over queer,1,@user come over queer
ISIS Supporters in America: The Jihadis Next Door http://t.co/u0YHWkD34c http://t.co/0XHPbRL9EQ,2,isis supporters in america: the jihadis next door [url] [url]
RT @tyler_yost: You guys are all the best @brownboy_U @Yojhan174 @caitnicole3 @alexiscarfield @CiCi_Phi love you nig nogs #indyfam,1,rt @user you guys are all the best @user @user @user @user @user love you nig nogs #indyfam
"RT @KeyMikeSkully: The first day of school
Lost student: say bro you know whe...
Me: cho bitch ass up. http://t.co/oE0vJuOPwD",1,rt @user the first day of school lost student: say bro you know whe... me: cho bitch ass up. [url]
"RT @TylerGimblin: Girls, don't let a dude treat you like a yellow starburst. You are a pink starburst.",2,"rt @user girls, don't let a dude treat you like a yellow starburst. you are a pink starburst."
"RT @duttyOGshake: ""pussy ass nigga"" http://t.co/G0KL3ZbTAo",1,"rt @user ""pussy ass nigga"" [url]"
@kieffer_jason and stop being a bitch made nigga and man up and show up for that ass whooping,1,@user and stop being a bitch made nigga and man up and show up for that ass whooping
"@BlackManUSA You're killin' me man! &lt;3 Not all conservatives are racists, just like not all NBP hate honkies.",1,"@user you're killin' me man! 3 not all conservatives are racists, just like not all nbp hate honkies."
RT @raejeanhightowe: &#8220;@Swuu_TheGod: Stop &#9995; playin bitch &#128589; you know I'm MVP &#127942;&#128526;&#8221;,1,rt @user @user stop playin bitch you know i'm mvp
It's a lot of fat bitches at this party I'm we at right now my outfit way too much fire to be at a function like this,1,it's a lot of fat bitches at this party i'm we at right now my outfit way too much fire to be at a function like this
"Mix it up, bitches.",1,"mix it up, bitches."
Minus all the retarded poor bots.,0,minus all the retarded poor bots.
@GDuenez ur one to talk bitch,1,@user ur one to talk bitch
My bitch say I'm in the dog house FUCK YOU MEAN,1,my bitch say i'm in the dog house fuck you mean
"RT @SteveStfler: White girls, if your black boyfriend doesn't call you 'shawty', then bitch you ain't that special.",1,"rt @user white girls, if your black boyfriend doesn't call you 'shawty', then bitch you ain't that special."
"RT @iDntWearCondoms: &#128514;&#128514;&#128514;&#128514; RT @MoJizel: wow, she let quite a few niggas beat. equal opportunity pussy",1,"rt @user rt @user wow, she let quite a few niggas beat. equal opportunity pussy"
RT @RayIopez: taking out the trash at night http://t.co/qJiPw0sYeH,2,rt @user taking out the trash at night [url]
@LaurenJauregui ur so anal stfu for once u bitch,1,@user ur so anal stfu for once u bitch
@GossipCop screw the little porch monkey!,1,@user screw the little porch monkey!
RT @p0psson: &#8220;@iamlexj_: Lastnight &#128582;&#127825; #HalloweenCostume http://t.co/2UzOH6FRzG&#8221; hoe that's your work outfit,1,rt @user @user lastnight #halloweencostume [url]#8221; hoe that's your work outfit
Starks being a faggot,1,starks being a faggot
RT @thecoreyholcomb: If your man is happy in his next relationship your fucked up ways are a blessing bitch,1,rt @user if your man is happy in his next relationship your fucked up ways are a blessing bitch
He bring the hoes out on twitter nigga got magical powers RT @thisisyoungdj: Who is @DJZeeti?,1,he bring the hoes out on twitter nigga got magical powers rt @user who is @user
@AndrewJBurns1 @Tommy_Russell_ homo ass crackers,0,@user @user homo ass crackers
"snow day bitches, lyrics gettin done n bud getting smoked #snowday2014",1,"snow day bitches, lyrics gettin done n bud getting smoked #snowday2014"
RT @DanHarrison1985: &#128514; RT @CecilHurt: Charlie Strong got down to the 53-man roster nearly as quickly as Texans did,2,rt @user rt @user charlie strong got down to the 53-man roster nearly as quickly as texans did
RT @CurrenSy_Spitta: And if a bitch can't respect a nigga wit some paper and a fresh pair of bball shorts then she was raised terribly..,1,rt @user and if a bitch can't respect a nigga wit some paper and a fresh pair of bball shorts then she was raised terribly..
RT @ShyGlizzy: your bf is broke bitch!,1,rt @user your bf is broke bitch!
See why these pussies need their guns! http://t.co/6CHtQNr3mU,1,see why these pussies need their guns! [url]
"She don't get emojis until after I bag, emojis are pussy shit",1,"she don't get emojis until after i bag, emojis are pussy shit"
You trash tho RT @OME23Y: Edgewood Basketball court NOW!!!!,1,you trash tho rt @user edgewood basketball court now!!!!
"He could be right... any hoe they had in the 11wd, niggas from the hood RAN thru em....",1,"he could be right... any hoe they had in the 11wd, niggas from the hood ran thru em...."
&#8220;@NikeDownLuis15: @vintage_monroe_ them Damn brownies&#8221;I swear lmao,1,@user @user them damn browniesi swear lmao
"I wonder if Philly fans aren't aware that they are complete cunts, or they ARE aware, but are just ok with it.",1,"i wonder if philly fans aren't aware that they are complete cunts, or they are aware, but are just ok with it."
Eating pussy is fun,1,eating pussy is fun
RT @GianneNichole: trassshhh RT @Willie_OBeamen: Them 13's that come out this weekend so trash!,2,rt @user trassshhh rt @user them 13's that come out this weekend so trash!
Living with my bitches #live @lauren_borrelli @Kathinator6 @jenna_saispas http://t.co/c3vy1xuOHa,1,living with my bitches #live @user @user @user [url]
RT @Haley_Dych: I wonder when it got attractive to be a huge bitch,1,rt @user i wonder when it got attractive to be a huge bitch
@Wisdom_Stature bitch we coulda been at the stores looking,1,@user bitch we coulda been at the stores looking
"Whoo? A new attraction in Virginia City, birds of prey. Meet this owl famous for his role in Harry Potter. http://t.co/1NFSh5sCcR",2,"whoo? a new attraction in virginia city, birds of prey. meet this owl famous for his role in harry potter. [url]"
"""Ain't that about a bitch""... What does that mean?",1,"""ain't that about a bitch""... what does that mean?"
This 8am biology lab ain't no hoe &#128553;&#128557;,1,this 8am biology lab ain't no hoe
Evan. &#128514;&#128514;&#128514;&#128553;&#128553;&#128553;&#128557;&#128557; RT @EvanAtYaNeck: Buy me polo I will eat your pussy till the receipt expire,1,evan. rt @user buy me polo i will eat your pussy till the receipt expire
RT @YoungRecklesss_: Ain't no money or no hoe in the world can spoil it &#128175; #MyBrothersKeeper,1,rt @user ain't no money or no hoe in the world can spoil it #mybrotherskeeper
RT @HaloTGMG: @1stName_Bravo we all know this nigga a bitch.... niggas got nerve on twitter.,1,rt @user @user we all know this nigga a bitch.... niggas got nerve on twitter.
Then ya'll idolize Kanye when he wifed up a hoe. Lol,1,then ya'll idolize kanye when he wifed up a hoe. lol
"""@g0rillaz0e: Sitting on my window sill, window open, bird tries to fly in. Smacked it. #ProtectTheAnimals"" @peta",2,"""@user sitting on my window sill, window open, bird tries to fly in. smacked it. #protecttheanimals"" @user"
"But you.. Nvm @BJayBlast: I don't see why men disrespect women by calling them offensive names like ""bitch"", ""hoe"", ""slut"", or ""female"". Smh",1,"but you.. nvm @user i don't see why men disrespect women by calling them offensive names like ""bitch"", ""hoe"", ""slut"", or ""female"". smh"
&#8220;@UnbearableTier_: I ate oomf pussy&#8221; @ her &#128064;&#128064;&#128064;&#128514;&#128514;,1,@user i ate oomf pussy @ her
#5WordsAfterSex is that all pussy bitch?,1,#5wordsaftersex is that all pussy bitch?
Never seen a pussy he didn't like.,1,never seen a pussy he didn't like.
She said aye whass hannin lil bitch lol,1,she said aye whass hannin lil bitch lol
RT @alec_myers12: All I want for valentines day is a big booty hoe.,1,rt @user all i want for valentines day is a big booty hoe.
She a true boss bitch I respect her,1,she a true boss bitch i respect her
RT @curlyhairkilla: You gotta be a really weak bitch to let somebody's tweets offend you ...especially if you never met the person,1,rt @user you gotta be a really weak bitch to let somebody's tweets offend you ...especially if you never met the person
@HeelsOverSneaks smh. U so retarded. Lol,1,@user smh. u so retarded. lol
RT @The_April_Fool: Fucking with them hoes! &#8220;@Marc_withdaC: &#8220;@CamBlunt: my nigga waka i hate it had to be him http://t.co/E12YlM2yVa&#8221; man t&#8230;,1,rt @user fucking with them hoes! @user @user my nigga waka i hate it had to be him [url]#8221; man t
Everytime I go out I ain't never wit no new bitches #cuzzints http://t.co/bOL1Dby4ol,1,everytime i go out i ain't never wit no new bitches #cuzzints [url]
@ryancruz_ brandy wanna b down ass bitches &#128533;,1,@user brandy wanna b down ass bitches
"Jammin these sad songs, smoking squares thinking bout bitches...",1,"jammin these sad songs, smoking squares thinking bout bitches..."
RT @anilkohli54: @mediacrooks so the ball did roll down the slope &amp; found a natural spot @madhutrehan defending brother &amp; the scumbag @sard&#8230;,2,rt @user @user so the ball did roll down the slope found a natural spot @user defending brother the scumbag @user
bad bitch bouncing on my pogo screamin yolo - that nigga juelz,1,bad bitch bouncing on my pogo screamin yolo - that nigga juelz
"That's a deal breaker, yo pussy shouldn't smell like my sweaty hooping shorts",1,"that's a deal breaker, yo pussy shouldn't smell like my sweaty hooping shorts"
"RT @BJayBlast: I love my family, but I wouldn't even need water to pop that Red Pill. That hoe is getting taken swiftly. http://t.co/wtXEOm&#8230;",1,"rt @user i love my family, but i wouldn't even need water to pop that red pill. that hoe is getting taken swiftly. [url]#8230;"
Niggas spend $500 just to look good for a bitch they wouldn't even buy 99 cent burger for,1,niggas spend $500 just to look good for a bitch they wouldn't even buy 99 cent burger for
"RT @Clyde_FadeAll: Plz don't tell nobody, bitch I know you got a man..lol I ain't gon tell nobody!",1,"rt @user plz don't tell nobody, bitch i know you got a man..lol i ain't gon tell nobody!"
@Titan21Mtzzz you is a hoe,1,@user you is a hoe
lmaoooooo RT @WestsideAllure: Dude said bitches from NY fuck to Redman's greatest hits &#128557;&#128557;&#128557;,1,lmaoooooo rt @user dude said bitches from ny fuck to redman's greatest hits
god i cant fucking stand waiters who bitch about people not tipping. GET A REAL FUCKING JOB,1,god i cant fucking stand waiters who bitch about people not tipping. get a real fucking job
"RT @MrLuckyToYou: If that pussy good, umma moan when um eating it.",1,"rt @user if that pussy good, umma moan when um eating it."
"RT @_MoonWP_: When dykes hear ""ladies free before 10"" http://t.co/ptk6CzTtkS",1,"rt @user when dykes hear ""ladies free before 10"" [url]"
RT @Rene_gadeCowboy: I have to agree with Charlie he's spot on... http://t.co/9lcmVE9i1m,2,rt @user i have to agree with charlie he's spot on... [url]
RT @allzmicelz: how she gets all the bitches http://t.co/DWkd2DjOrV,1,rt @user how she gets all the bitches [url]
RT @_ConnorRay: I do not fuck with that bitch she cannot keep her legs closed,1,rt @user i do not fuck with that bitch she cannot keep her legs closed
@NoHazardNoParty @PiBBzYx @piersmorgan @Jim_McLaren I can't wait for the day they take them be a boon for the entire nation,2,@user @user @user @user i can't wait for the day they take them be a boon for the entire nation
RT @_asslxrd_: my inner nigger is coming out,0,rt @user my inner nigger is coming out
@EvanDMyers @nineinchessoft you have a redneck attitude. The same people that think Benghazzi is real think Fox fake nws is real. Your one,0,@user @user you have a redneck attitude. the same people that think benghazzi is real think fox fake nws is real. your one
@mayormcginn @usmayors @SenFeinstein White people need those weapons to defend themselves from the subhuman trash your sort unleashes on us.,2,@user @user @user white people need those weapons to defend themselves from the subhuman trash your sort unleashes on us.
These niggas ain't shit but hoes with tricks,1,these niggas ain't shit but hoes with tricks
I be ready to tell a bitch shut da fuck up lol,1,i be ready to tell a bitch shut da fuck up lol
Two days gone she been gone so long you can't get her on the phone cuz that bitch done been wit meeeeee,1,two days gone she been gone so long you can't get her on the phone cuz that bitch done been wit meeeeee
RT @LoveAmari_x: I would never be with someone that's afraid to tell niggas and bitches we're together. I look like a secret? Fuck outta h&#8230;,1,rt @user i would never be with someone that's afraid to tell niggas and bitches we're together. i look like a secret? fuck outta h
"RT @Brownskinn_19: Can't trust none of these bitches, DON'T trust none of these hoes &#9995;",1,"rt @user can't trust none of these bitches, don't trust none of these hoes"
I jus wanna live good stay fresh and fuck bad bitches! &#128076;&#128175;,1,i jus wanna live good stay fresh and fuck bad bitches!
Me and my bitch http://t.co/AsYjv2K4Tt,1,me and my bitch [url]
one good girl is worth 1000 bitches,1,one good girl is worth 1000 bitches
My bitch ass buddy pmo,1,my bitch ass buddy pmo
RT @clurfogarty: All Babies are born hipsters because they come out of the hospital in beanies.,1,rt @user all babies are born hipsters because they come out of the hospital in beanies.
Zelda bitches lol @joeylattime https://t.co/Cp88AA7pms,1,zelda bitches lol @user [url]
"So I made ""hey"" as a short cut for ""pussy lips"" in Ann's phone http://t.co/QHKEsDVizR",1,"so i made ""hey"" as a short cut for ""pussy lips"" in ann's phone [url]"
"RT @AloneInMyOwnWar: Bitches always uploading pics of a famous couple doing simple shit, like holding hands talkin bout ""want this"" bitch r&#8230;",1,"rt @user bitches always uploading pics of a famous couple doing simple shit, like holding hands talkin bout ""want this"" bitch r"
@mis_sarahd @basedpapi1017 tranny,2,@user @user tranny
' Up runnin these 2K fades with ma niggah Tyreon &#1043323;&#1043359; Leo KO'd lmfaoo,1,' up runnin these 2k fades with ma niggah tyreon leo ko'd lmfaoo
@MakEitSndGoOd @Fewjr we block us then and see what happens. You think we on ya high yellow ass now. Just watch,1,@user @user we block us then and see what happens. you think we on ya high yellow ass now. just watch
@Fatass_mee pussy,1,@user pussy
Washing my coon hair,0,washing my coon hair
"RT @baddiewhitt_: the older i get the less i give a fuck &#128514;&#9996; , beef &#128074; ? bitch please &#9995; loosing friends? bitch bye &#128514;&#128075; drama ? ill pass &#128080;&#128683;",1,"rt @user the older i get the less i give a fuck , beef ? bitch please loosing friends? bitch bye drama ? ill pass"
#Yankees wasted Nu&#241;ez's season #rays #mlb,2,#yankees wasted nuez's season #rays #mlb
@davidam_23 yes so you could leave fag,1,@user yes so you could leave fag
"At 6'0? Good luck Nh nh RT @UnnagroundKing: I'm 6'0, 150. One of you bitches better reproduce with me. I can give you an athlete.",1,"at 6'0? good luck nh nh rt @user i'm 6'0, 150. one of you bitches better reproduce with me. i can give you an athlete."
"Katy's grand exit tonight from Firehouse &gt;&gt;&gt;&gt;

Hasta la bye bye bitches &#128514;",1,katy's grand exit tonight from firehouse hasta la bye bye bitches
@kieffer_jason @sbsylvester @hunterbuch66 bitch keep talking,1,@user @user @user bitch keep talking
RT @__thaRealist: Sum hoes be smoking to look cute bitch u better inhale that shit wasting weed,1,rt @user sum hoes be smoking to look cute bitch u better inhale that shit wasting weed
@_cblaze sorry i eat pussy,1,@user sorry i eat pussy
&#8220;@prettycha305: Group chat bitches we call yall undercover Feds &#128110;&#128110;&#128110; watching everybody&#8221;,1,@user group chat bitches we call yall undercover feds watching everybody
@RicHieDev_ @CONVERSES_ON she can stay as close as she pleases nigguh,1,@user @user she can stay as close as she pleases nigguh
RT @gferguson8: @KoredeB9 @MSoltan18 @WBDyllon_ trash,2,rt @user @user @user @user trash
@c00ntact @KevinI bumcia is trash smfh I would've thought he would have gone after Khan but what you said makes sense,2,@user @user bumcia is trash smfh i would've thought he would have gone after khan but what you said makes sense
If you ask me every bitch gay,1,if you ask me every bitch gay
&#8220;@dnumberbefore2: Congrats to kim k .this a great day for hoes everywhere&#8221;,1,@user congrats to kim k .this a great day for hoes everywhere
bitch u guessed it,1,bitch u guessed it
"If I hold the door open for you, bitch you BETTA say thank you or imma slam the door in ya back.",1,"if i hold the door open for you, bitch you betta say thank you or imma slam the door in ya back."
"""@BlackChiquitita: Wow. RT @thatmanpalmer I'm lost. Are those buttcheek piercings? http://t.co/yn6guyOUQ6"" yeah she's a hoe",1,"""@user wow. rt @user i'm lost. are those buttcheek piercings? [url]"" yeah she's a hoe"
@charlierose @jdickerson racist@NorahODonnell Tx trash there's no comparison betwn Pres Obama n GWBush rt poll will show He's supported 100%,2,@user @user racist@user tx trash there's no comparison betwn pres obama n gwbush rt poll will show he's supported 100%
"I mean. I guess I start using this again, since faggot Facebook blocked me for saying mean things to lady gaga",1,"i mean. i guess i start using this again, since faggot facebook blocked me for saying mean things to lady gaga"
"Never take a bitch where you stay 

Never keep work where you lay",1,never take a bitch where you stay never keep work where you lay
How you unblock bitches on here?,1,how you unblock bitches on here?
@longbongchris same here nigga the minute it dropped I got it. Fuck with our team bitch,1,@user same here nigga the minute it dropped i got it. fuck with our team bitch
&#8220;@dnumberbefore2: Lol maybe I should give in nd date these hoes on dates&#8221;let me know how that work lol,1,@user lol maybe i should give in nd date these hoes on dateslet me know how that work lol
"RT @Sqaud9Rell: she's a hoe, she's ugly, she's a bitch, she's this, she's that .. but you dated her? please, take a seat.",1,"rt @user she's a hoe, she's ugly, she's a bitch, she's this, she's that .. but you dated her? please, take a seat."
"RT @TheBananaFacts: wiz khalifas's song ""black and yellow"" is a beautiful song about a bruised banana",2,"rt @user wiz khalifas's song ""black and yellow"" is a beautiful song about a bruised banana"
"#QuestionIAskMySelf why should I be slapping this hoe tuh solve something, ima leave it alone..............I never usually listen to myself",1,"#questioniaskmyself why should i be slapping this hoe tuh solve something, ima leave it alone..............i never usually listen to myself"
"Shawty pussy wet, the dope drippn wet &#128166;",1,"shawty pussy wet, the dope drippn wet"
Ima side bitch from time to time and I stay in my place,1,ima side bitch from time to time and i stay in my place
"RT @killaaakam_: Who's gassin these hoes, BP? &#128564;",1,"rt @user who's gassin these hoes, bp?"
"RT @tishforprez: you had me at ""eating pussy"".",1,"rt @user you had me at ""eating pussy""."
I b so quick to dub a bitch it's sad &#128532;&#128554;,1,i b so quick to dub a bitch it's sad
Bitch duck on whore ass slut cunt ha Biden it's Gucci. Tho whatever. Nigea @mdsaab1 @t_jawad89,1,bitch duck on whore ass slut cunt ha biden it's gucci. tho whatever. nigea @user @user
@I_GotOne he had the hoes too,1,@user he had the hoes too
@Get__Em__Craig I was sleep hoe where you at,1,@user i was sleep hoe where you at
"RT @_Perarl: BITCH YOU GUESSED IT ""@VSamone: &#8220;@_Perarl: my pussy cuteness always sets me up for a good day&#128522;&#8221;u need some dick""

WOOOOH

You &#8230;",1,"rt @user bitch you guessed it ""@user @user my pussy cuteness always sets me up for a good dayu need some dick"" wooooh you"
"Y'all be giving the pooest bitches so much hype, stop it.",1,"y'all be giving the pooest bitches so much hype, stop it."
"RT @basedamERICan: ""Aye fam you think you can line me up I saw a bad bitch in Mrs. Bridget's room"" http://t.co/OAl9WlJMgE",1,"rt @user ""aye fam you think you can line me up i saw a bad bitch in mrs. bridget's room"" [url]"
I named my dick the truth Cuz bitches can't handle it lmao,1,i named my dick the truth cuz bitches can't handle it lmao
This ain't no mf http://t.co/dOOeogiROg bitch ass.,1,this ain't no mf [url] bitch ass.
I wonder if twitter didnt allow pictures and avi's how many followers yall would really have ... Cus yall bitches dont be talkin bout shit &#128514;,1,i wonder if twitter didnt allow pictures and avi's how many followers yall would really have ... cus yall bitches dont be talkin bout shit
RT @GMB_Ace: @_100D dat Nigga Lame bro he Unfollowed Me Like A bitch,1,rt @user @user dat nigga lame bro he unfollowed me like a bitch
RT @guardian_sport: World Cup 2014 diary: Argentina mock Brazil with twirling towels http://t.co/iJIFh5FVO0 (Photo: Getty) http://t.co/RckP&#8230;,2,rt @user world cup 2014 diary: argentina mock brazil with twirling towels [url] (photo: getty) [url]#8230;
"@aaryneliza im 60 n I hate elissa, a fake ass cunt",1,"@user im 60 n i hate elissa, a fake ass cunt"
&#8220;@iKayKing: Things hoes say... https://t.co/i9zs1OUd0I&#8221;,1,@user things hoes say... [url]#8221;
RT @LeanandCuisine: Bitch you a hoe... check yo DMs &#8220;@NatalieeLeee: Can I get a new follower? &#128584;&#128586; http://t.co/mv4mkHEa1G&#8221;,1,rt @user bitch you a hoe... check yo dms @user can i get a new follower? [url]#8221;
A shockingly true tale from the Oreo that almost got devoured. http://t.co/WYIS0LVdsi,2,a shockingly true tale from the oreo that almost got devoured. [url]
"""@complex_uk: Ashley Young has tried to deny that bird s*** landed in his mouth ---&gt; http://t.co/mlr5eWgonK https://t.co/AvCHFj7reM"" hahaha",2,"""@user ashley young has tried to deny that bird s*** landed in his mouth --- [url] [url]"" hahaha"
Fitted Girbuad straps? Them bitches would be raw as hell.,1,fitted girbuad straps? them bitches would be raw as hell.
@CCobey @tess_stepakoff there isn't a green one either. There's red and yellow in that pic...,2,@user @user there isn't a green one either. there's red and yellow in that pic...
&#8220;@__thaRealist: Lil bitty bitch&#8221; &#128079;&#128079;&#128079;&#128079;&#128079;lingo,1,@user lil bitty bitch lingo
DEREK JETER clap clap clapclapclap #Yankees,2,derek jeter clap clap clapclapclap #yankees
What if I talked ghetto lol I'd be so annoyed of my self,2,what if i talked ghetto lol i'd be so annoyed of my self
RT @ballerlifee: I took the hoe to burger king&#128514;&#128514;&#9995;&#9995;,1,rt @user i took the hoe to burger king
Same hoe said I couldn't get it tryna kick it.,1,same hoe said i couldn't get it tryna kick it.
emers a bitch,1,emers a bitch
@littleelexx you a bitch tho I know for sure I'm not. You'd get your ass beat by any of my bitches that's fact &#128514;&#128514;,1,@user you a bitch tho i know for sure i'm not. you'd get your ass beat by any of my bitches that's fact
RT @EisenbackEmily: I hate when people leave their trash in my car.,1,rt @user i hate when people leave their trash in my car.
"@RealPimpinKen PimpinKendotnet, sell a bitch pussy til it's drip drop wet, the vet, not the pet!

Hey, Bitch!",1,"@user pimpinkendotnet, sell a bitch pussy til it's drip drop wet, the vet, not the pet! hey, bitch!"
"@GossipCop the coon, n coon wanna b got what they should have, except should have been more time in jail",1,"@user the coon, n coon wanna b got what they should have, except should have been more time in jail"
ill call you bitch for short as a last resort and my first resort,1,ill call you bitch for short as a last resort and my first resort
Dick game make a faithful bitch start cheat in,1,dick game make a faithful bitch start cheat in
Few Instagram likes a bitch swear dat she on,1,few instagram likes a bitch swear dat she on
I hate when white trash try to act like they're my equal. It only makes it that much clearer how white trash they are.,0,i hate when white trash try to act like they're my equal. it only makes it that much clearer how white trash they are.
Eat the pussy like http://t.co/x0JDphNW53,1,eat the pussy like [url]
"@hotzgeor Kept the border open to disease from Central America, lowest workforce part. % since Carter, yep, a real boon to NC.@ThomTillis",2,"@user kept the border open to disease from central america, lowest workforce part. % since carter, yep, a real boon to nc.@user"
Apaches' 30 MM rounds turn Jihadis into tomato soup @MarkRothschild1 @Rockprincess818 @NoFear3136 @Lanna70115,0,apaches' 30 mm rounds turn jihadis into tomato soup @user @user @user @user
Damn.. lol *CENSORED* RT @jwill252: Redskins Bitch!!!! Lets fucking go fuck the eagles we bout to burn that bitch down!! HTTR,1,damn.. lol *censored* rt @user redskins bitch!!!! lets fucking go fuck the eagles we bout to burn that bitch down!! httr
"i'm sorry but if you don't eat seafood solely by the fact that it's from the ocean, you are seriously an unrespectable pussy.",1,"i'm sorry but if you don't eat seafood solely by the fact that it's from the ocean, you are seriously an unrespectable pussy."
&#9733; BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA &#9733;718-622-0221 - 24 http://t.co/saWpjDtIGN,2,best asian massage on the brooklyn park slope --top rated spa 718-622-0221 - 24 [url]
"RT @tbhjust: ""what are you twelve""

yeah on a scale of one to ten

bitch",1,"rt @user ""what are you twelve"" yeah on a scale of one to ten bitch"
RT @UFGatorFamily: Incase any hillbillies try to roast... &#128010;&#128010; http://t.co/LJ168KTccp,2,rt @user incase any hillbillies try to roast... [url]
When it start raining bitches always wana get fucked bitch take a nap,1,when it start raining bitches always wana get fucked bitch take a nap
My main girl Tryna get a blessing why my side hoe Tryna get affection,1,my main girl tryna get a blessing why my side hoe tryna get affection
RT @caseytu88662466: Y these niggas on this hoe shit,1,rt @user y these niggas on this hoe shit
Know that the bad bitch got ittt &#128553;&#127908;,1,know that the bad bitch got ittt
"Chaber Books: BRAGADAYJAH 24 http://t.co/bTMLYNNKZp: Nimrod the Cushite, first king of the earth. See Bragadayjah 24",2,"chaber books: bragadayjah 24 [url] nimrod the cushite, first king of the earth. see bragadayjah 24"
I ain't really trippin about the money yo that shit constantly comes like a bitch pussy,1,i ain't really trippin about the money yo that shit constantly comes like a bitch pussy
"RT @kid_nipsey_400: bitch you not cute , you just photogenic &#128514;",1,"rt @user bitch you not cute , you just photogenic"
These celebrity niggas be passing these Kardashian hoes around monthly,1,these celebrity niggas be passing these kardashian hoes around monthly
"Indirect ass little bitches, like you know my fucking number and where I live.",1,"indirect ass little bitches, like you know my fucking number and where i live."
&#8220;@Untouchable_T: Ion care about none of these bitches&#8221;&#128175;&#128175;&#128175;,1,@user ion care about none of these bitches
@iDO_me2 @coldhearted9_ basically any foams over a 8 ugly... All dem bitches look big long an floppy (nh),1,@user @user basically any foams over a 8 ugly... all dem bitches look big long an floppy (nh)
RT @JemapelleDalila: @yadirasarmiento I just wanna know when are we gonna go fuck shit up &amp; go fuck up bitches????? &#128514;&#128536;&#128521;,1,rt @user @user i just wanna know when are we gonna go fuck shit up go fuck up bitches?????
@BobbyBotsods @MrMooncricket @FuckTheMallcops @UncleUnco no u eat it inbred trailer trash.,1,@user @user @user @user no u eat it inbred trailer trash.
@jaspen7 haha them hoes only go hard when a nigga stooooned lol,1,@user haha them hoes only go hard when a nigga stooooned lol
RT @TRAPMAMA: @_BoobieJohnson so i could catch a round with half these pussies out here,1,rt @user @user so i could catch a round with half these pussies out here
Niggas is straight hoes bruh I'ma stop fuckin with em,1,niggas is straight hoes bruh i'ma stop fuckin with em
RT @doddynyc: ya bitches luv throwing bread crumbs on the ground and complain about the pigeons who come flocking towards ya,1,rt @user ya bitches luv throwing bread crumbs on the ground and complain about the pigeons who come flocking towards ya
"No thanks lady, you look like you just got off the white trash train, I'd rather not catch a disease. #kthxbai",1,"no thanks lady, you look like you just got off the white trash train, i'd rather not catch a disease. #kthxbai"
RT @1CaptainDrew: Supp wigga,1,rt @user supp wigga
@Iemonaids done that spell check we know you meant fat liberal Dyke feminist Nazi bitches,0,@user done that spell check we know you meant fat liberal dyke feminist nazi bitches
"RT @Honey_GotBunns: @1stBlocJeremiah lmfaoo NEVER I be Dolo , I dont got no niggas, &amp; for my old hoes FUCK ALL THEM &#128074;&#128514;&#128514;&#128514;",0,"rt @user @user lmfaoo never i be dolo , i dont got no niggas, for my old hoes fuck all them"
"""That ain't bro moves, that's hoe moves""",1,"""that ain't bro moves, that's hoe moves"""
RT @dak_whi: @KaeWhy270 people are forgetting that the logic behind the Purge is retarded haha,1,rt @user @user people are forgetting that the logic behind the purge is retarded haha
Yes. And favorites this. RT @StraightCash08: @202SOLE please tell me you didn't buy that trash,2,yes. and favorites this. rt @user @user please tell me you didn't buy that trash
"I feel bad having this info but at the same time , karmas a bitch,",1,"i feel bad having this info but at the same time , karmas a bitch,"
